항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월_0,당기 1분기 3개월_1,당기 1분기 3개월_0,당기 1분기 3개월_1
임대매출원가,특수건설,코스닥시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromRenderingOfServicesRental,,,"94,835,343",
잡비,특수건설,코스닥시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,,,"25,455","25,455"
종속기업투자손실,특수건설,코스닥시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,entity00186939,,,,
지분법자본변동,특수건설,코스닥시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,
파생상품(이자율스왑)평가손익,특수건설,코스닥시장상장법인,412,토목 건설업,12,2020-03-31,1분기보고서,KRW,entity00186939,,,"-64,974,229","-64,974,229"
금융이익-기타,티로보틱스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome,,,"9,520,332","9,520,332"
금융이익-유효이자율법에따른이자수익,티로보틱스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,,,"34,224,163","35,754,471"
공동기업손익,티비에이치글로벌,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,entity00409672,,,"-16,566,864,798",
관리비,티비에이치글로벌,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,dart_ExpenseForManagementOfAffairs,,,"3,930,133,447",
금융수익(유효이자율법에따른이자수익),티비에이치글로벌,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,,,"45,974,609",
매출채권손상차손,티비에이치글로벌,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,dart_ImpairmentLossRecoveryOfAccountsReceivables,,,"-112,613,612",
수취채권손상차손,티비에이치글로벌,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,dart_ImpairmentLossRecoveryOfAccountsReceivables,,,"19,009,721",
기타포괄손익-공정가치금융자산평가손익,티에스이,코스닥시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-406,091,932","-406,091,932"
지분법손익,티에스이,코스닥시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"59,023,475",,
관계기업투자수익,티에이치엔,유가증권시장상장법인,289,기타 전기장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00118965,,,,"73,024,417"
기타포괄손익-공정가치금융자산평가,티에이치엔,유가증권시장상장법인,289,기타 전기장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00118965,,,"-1,932,132,852",
기타포괄손익-공정가치금융자산평가손익,티에이치엔,유가증권시장상장법인,289,기타 전기장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-1,932,132,852"
부의지분법자본변동,티에이치엔,유가증권시장상장법인,289,기타 전기장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax,,,,"340,853,397"
지분법자본변동,티에이치엔,유가증권시장상장법인,289,기타 전기장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"84,528,915"
매도가능증권처분손익,티엘아이,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00261887,,,,
매도가능증권평가손익,티엘아이,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,,,"-3,412,101,300","-4,051,543,465"
지분법손실,티엘아이,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,"373,981,549",,
지분법이익,티엘아이,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,
지분법자본변동,티엘아이,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"-9,329,070"
영업수익,티움바이오,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,,,,
관계기업투자손실,티웨이항공,유가증권시장상장법인,511,항공 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00671376,,,,"143,398,957"
기타영업외비용,티웨이항공,유가증권시장상장법인,511,항공 여객 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"4,000,000","4,000,000"
투자비용,티웨이항공,유가증권시장상장법인,511,항공 여객 운송업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromInterest,,,0,
기타영업외비용,티웨이홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,,0
여객운송수입,티웨이홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00109514,,,,"127,192,319,183"
여객운송원가,티웨이홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00109514,,,,"154,903,451,889"
투자비용,티웨이홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromInterest,,,,"143,398,957"
투자수익,티웨이홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_RevenueFromInterest,,,,"293,628,206"
지분법이익잉여금,티케이케미칼,코스닥시장상장법인,205,화학섬유 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,,,"4,685,718",
당기순이익의귀속,티플랙스,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,,,"738,995,992",
지배기업의소유주,티플랙스,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,"738,995,992",
지배기업의소유주,티플랙스,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,"738,995,992",
총포괄손익의귀속,티플랙스,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToAbstract,,,"738,995,992",
기타영업외비용,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"1,002,116","12,416,889"
기타영업외손익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"30,422,883","32,764,527"
기타영업외수익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"31,424,999","45,181,416"
기타포괄손익-공정가치측정금융자산처분손익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,
기타포괄손익-공정가치측정금융자산처손익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00578538,,,,
당기손익으로재분류되지않는항목,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"2,661,939"
당기손익의귀속,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00578538,,,,
법인세효과차감후기타포괄손익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,,,,"2,661,939"
비재배지분귀속당기순이익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00578538,,,,"-8,692,569"
비지배지분귀속총포괄손익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-7,627,793"
연결포괄손익의귀속,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00578538,,,,
지배기업귀속당기순이익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00578538,,,,"-1,847,967,034"
지배기업귀속총포괄손익,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00578538,,,,"-1,846,369,871"
확정급여제도의재측정요소,티피씨글로벌,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,,"2,661,939"
투자비용,팅크웨어,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromInterest,,,"149,940,588","379,323,870"
투자수익,팅크웨어,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_RevenueFromInterest,,,"12,406,527","12,406,527"
보험수리적손익,파나진,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,"102,168,390",
관리비,파라다이스,코스닥시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2020-03-31,1분기보고서,KRW,dart_ExpenseForManagementOfAffairs,,,"4,610,460,189","11,741,787,303"
기타포괄손익-공정가치금융자산평가손실,파라다이스,코스닥시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-342,964,491",
복합리조트매출액,파라다이스,코스닥시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2020-03-31,1분기보고서,KRW,entity00171265,,,,"89,729,875,736"
복합리조트매출원가,파라다이스,코스닥시장상장법인,912,유원지 및 기타 오락관련 서비스업,12,2020-03-31,1분기보고서,KRW,entity00171265,,,,"78,333,047,899"
지분법손익,파라텍,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-15,549,059"
지분법이익잉여금변동,파라텍,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,
관계기업투자주식평가손익,파루,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"-62,754,325"
관계기업및종속기업투자손익,파마리서치프로덕트,코스닥시장상장법인,464,생활용품 도매업,12,2020-03-31,1분기보고서,KRW,entity00970453,,,"-111,176,019",
관계기업투자손익,파마리서치프로덕트,코스닥시장상장법인,464,생활용품 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"135,693,902"
기타포괄손익-공정가치측정금융자산평가이익,파멥신,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"7,380,031","7,380,031"
당기손익으로재분류되지않는항목의법인세,파버나인,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,,,"39,402,372","39,402,372"
당기손익으로재분류되지않는항목의법인세,파버나인,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,,,"39,402,372",0
당기손익으로재분류될수있는항목의법인세,파버나인,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,0,"35,835,777"
지분법자본변동,파워넷,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"30,487,714"
금융수익-기타,파워로직스,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,,,"12,976,272,055",
금융수익-유효이자율법에따른이자수익,파워로직스,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,,,"27,278,029",
금융이익-기타,파워로직스,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome,,,,"15,595,023,282"
금융이익-유효이자율법에따른이자수익,파워로직스,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,,,,"23,456,354"
기타포괄손익-공정가치측정지분상품평가손익,파워로직스,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-1,276,552,368","-1,276,552,368"
대손상각비,파워로직스,코스닥시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,"506,230,633","788,914,452"
관계기업투자자산손익,파인디앤씨,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00350020,,,,"-129,979,269"
기타포괄손익-공정가치측정금융자산평가이익(손실),파인디앤씨,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,"-4,519,357,320",
지분법이익(손실),파인디앤씨,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-129,979,269"
대손상각비,파인테크닉스,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,0,0,,
이자수익,파인테크닉스,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,"80,791,994","58,579,465",,
지분법손익,파인테크닉스,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"-293,702,660",,
지분법손실,파인텍,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"10,714,800"
대손상각비,파커스,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,,"10,659,500"
기타포괄손익-공정가치금융자산평가손익,파트론,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"234,592,123"
연구개발비,파트론,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OrdinaryDevelopmentExpense,,,"8,861,581,136","9,387,784,478"
지분법손실,파트론,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,"5,044,878,499",
지분법이익,파트론,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,"1,093,530,525",
해외사업환산손익,파트론,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"7,107,245,083"
해외사업장환산외환차이,파티게임즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"-10,936,341"
기타포괄손익-공정가치지분상품평가손익,팍스넷,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,
당기손익으로재분류되는항목의법인세,팍스넷,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,,,,
당기손익으로재분류되지않는항목의법인세,팍스넷,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,,,,
보험수리적손익,팍스넷,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,"56,042,231",
금융비용,팜스빌,코스닥시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,,,"2,937,994","2,937,994"
기타비용,팜스빌,코스닥시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"27,746,423","27,746,423"
기타수익,팜스빌,코스닥시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"97,747,144","100,442,578"
비지배지분,팜스빌,코스닥시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-20,505,014"
지배기업소유주지분,팜스빌,코스닥시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"1,840,493,992"
기타의대손충당부채환입,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,,0
기타자산처분이익,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"572,754","572,754"
매출조정,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"-12,894,976,356","-13,446,112,200"
법률비,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"113,588,220","155,123,220"
보험차익,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_GainsOnReimbursementOrCompensation,,,,"3,094,253"
사용권자산감가상각비,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"390,688,085","491,382,926"
생물자산의공정가치변동으로인한손익,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"392,547,489","7,064,706,643"
생산용생물자산처분손실,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"3,976,988","485,850,888"
생산용생물자산처분이익,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,"44,608,454","129,750,374"
생산용생물자산폐기손실,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,0,"254,536,201"
유형자산폐기손실,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00260408,,,0,"16,009,194"
재고자산폐기손실,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_WritedownsOfInventories,,,,"47,267,691"
판매수수료,팜스코,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_ProductRepairExpenses,,,"5,953,916,591","6,485,748,309"
관계기업투자손익,팜스토리,코스닥시장상장법인,108,동물용 사료 및 조제식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"29,561,207"
관계기업손익,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,0,
상품수출액,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"570,788,686",
임대매출,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"123,220,414",
임대매출원가,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromRenderingOfServicesRental,,,"57,050,650",
임원급여,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"108,892,208",
잡급,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,0,
장비임대매출,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"130,530,000",
장비임대매출원가,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"99,074,475",
제품수출액,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"2,078,081,437",
하역매출,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"1,260,210,614",
하역매출원가,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"1,224,746,876",
해외접대비,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,0,
화물수입,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"503,304,597",
화물수입원가,팬스타엔터프라이즈,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00339072,,,"471,270,286",
지분법이익,팬엔터테인먼트,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,0
기타영업외손익,팬오션,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"-12,299,000,000","-16,632,000,000"
지분법손익,팬오션,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"63,000,000"
환율변동차이,팬오션,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,entity00122737,,,"161,073,000,000","163,875,000,000"
영업외손익,팬젠,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"-43,601,465",
관계기업투자평가손익,퍼스텍,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,"-602,492,760",
기타포괄손익-공정가치금융자산의평가손익,퍼스텍,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2020-03-31,1분기보고서,KRW,entity00148522,,,"-2,319,667,050",
