,항목코드,항목명
2390,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,"   포괄손익, 지배기업의 소유주에게 귀속되는 지분"
2391,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,"   포괄손익, 비지배지분"
2522,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업소유주
2541,ifrs-full_ProfitLossFromContinuingOperations,계속영업순이익(손실)
2673,ifrs-full_RevenueFromRenderingOfServices,   용역의 제공으로 인한 수익
2693,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 금융자산 평가손익(세후)
2695,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법자본변동(세후)
2711,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업및공동기업투자자본변동
2714,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총포괄손실의 귀속
2870,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      지분증권처분손익
2978,ifrs-full_ProfitLossBeforeTax,계속사업법인세비용차감전순이익
2984,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류 될 수 없는 항목
2994,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기총포괄이익의 귀속
2999,ifrs-full_BasicEarningsLossPerShare,   기본 주당순이익
3000,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속사업
3001,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단사업
3002,ifrs-full_DilutedEarningsLossPerShare,   희석 주당순이익
3063,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법이익이영금의 변동
3090,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업소유주귀속순이익
3091,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분귀속순이익
3184,ifrs-full_ProfitLossAttributableToAbstract,당기순이익의 귀속:
3191,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄손익의 귀속:
3250,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산이익
3332,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총포괄이익(손실)의 귀속
3383,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로당기손익으로재분류되는 항목
3384,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      외환차이
3386,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총포괄손익의귀속
3469,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 확정급여제도의 재측정요소
3536,ifrs-full_ComprehensiveIncomeAttributableToAbstract,연결당기총포괄이익의 귀속
3594,ifrs-full_GainsLossesOnChangeInValueOfTimeValueOfOptionsNetOfTax,      위험회피회계-이자율스왑 평가손익
3595,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      위험회피회계-리스부채 평가손실
3609,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   우선주주당순이익
3735,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피 파생금융상품평가손익
3736,ifrs-full_ComprehensiveIncome,연결총포괄이익(손실)
3790,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 기타포괄손익의 변동
3794,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기연결총 포괄손익의 귀속
3889,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업주주지분
4185,dart_InterestIncomeFinanceIncome,   금융수익_유효이자율법에 따른 이자수익
4384,dart_ExpensesOfProvisionsForRestoration,   품질보증충당부채전입액
4400,dart_CompensationForDamage,   손해배상금
4405,dart_GainsOnValuationOfHeldForTradingFinancialAssetsFinancialIncome,   단기매매금융자산평가이익(금융수익)
4451,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄이익의 귀속:
4523,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배주주지분당기순이익
4524,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배주주지분당기순이익
4529,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 및 공동기업의 기타포괄손익에 대한 지분해당액
4535,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배주주지분총포괄이익
4536,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배주주지분총포괄이익
4623,dart_MiscellaneousIncome,   그밖의 기타수익
4627,dart_MiscellaneousLosses,   그밖의 기타비용
4635,dart_GainsOnDisposalsOfHeldForTradingFinancialAssetsFinancialIncome,   금융자산처분이익
4656,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업지분총포괄이익
4657,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분총포괄손익
4735,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄이익(손실)의 귀속
4789,ifrs-full_BasicEarningsLossPerShare,   지배주주지분기본주당이익
5112,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax,      관계기업기타포괄
5282,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외환산손익
5292,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업 기본 및 희석주당이익(손실)
5293,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업 기본 및 희석주당이익(손실)
5486,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분(손실)
5492,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손익(세후기타포괄손익)
5595,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업 기타포괄손익 중 지분해당액
5853,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류 되는 항목:
6212,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 재측정요소
6241,ifrs-full_ComprehensiveIncomeAttributableToAbstract,연결총포괄이익의 귀속
6266,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 지분상품 처분손익
6420,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,"   포괄손익, 지배기업의 소유주"
6491,ifrs-full_ProfitLossFromContinuingOperations,계속영업 당기순이익
6492,ifrs-full_ProfitLossFromDiscontinuedOperations,중단사업손실
6696,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기순익으로 재분류되는 포괄손익
6704,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기총포괄이익(손실)의 귀속
6790,ifrs-full_ProfitLossAttributableToAbstract,당기순손실의 귀속
6796,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄손실의 귀속
6892,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 지분상품 처분손익
6896,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      공동기업및관계기업평가손익
6923,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배회사소유지분
6925,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄이의 귀속
7121,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배지분순이익
7243,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에 귀속될 당기순이익(손실)
7244,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속될 당기순이익(손실)
7247,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주에 귀속될 당기총포괄순이익(손실)
7248,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분에 귀속될 당기총포괄순이익(손실)
7268,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업 기타포괄손익 등에 대한 지분
7311,ifrs-full_ProfitLossAttributableToAbstract,분기연결순이익(손실)의 귀속
7358,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업및공동기업의 기타포괄손익 지분
7387,ifrs-full_EarningsPerShareAbstract,지배기업 소유지분에 대한 주당순이익
7465,ifrs-full_ProfitLossAttributableToAbstract,분기순손익(손실)의 귀속
7565,ifrs-full_OtherRevenue,   기타영업수익
7659,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배주주 소유주지분
7663,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업확정급여제도의 재측정요소
7755,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산외환손익
7915,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업순이익 지분
7916,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배기업순이익 지분
7918,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업포괄순이익 지분
7919,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배기업포괄순이익 지분
7953,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 자본의 변동에 대한 지분
8041,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피평가손익
8211,ifrs-full_ProfitLossFromContinuingOperations,계속영업당기순손익
8212,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업당기순손익
8214,ifrs-full_ProfitLossAttributableToAbstract,당기순손익의 귀속
8237,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본 및 희석주당이익(손실)
8238,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본및 희석주당이익(손실)
8355,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업 소유주 지분
8384,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에 귀속될 당기순이익
8387,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배기업의 소유주에 귀속될 당기순이익
8655,ifrs-full_RevenueFromInterest,   투자수익
8660,dart_CostOfSalesFromInterest,   투자비용
8674,dart_OtherGains,관계기업주식평가손익
8706,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주 귀속
8769,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업투자 기타포괄손익 지분
8771,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기 총포괄이익의 귀속
8930,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업외환산차이
8933,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주 귀속 총포괄손익
8934,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분 귀속 총포괄손익
9036,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산
9042,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배지분귀속
9043,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분귀속
9299,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   해외사업환산손익
9417,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   기본주당계속영업손실
9418,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   희석주당계속영업손실
9446,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는계속영업이익
9447,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   지배기업의 소유주에게 귀속되는중단영업이익
9451,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 총 포괄손익
9452,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분의 소유주에게 귀속되는 총 포괄손익
9648,ifrs-full_ProfitLossFromContinuingOperations,계속사업분기순이익(손실)
9665,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속사업 기본주당이익(손실)
9666,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단사업 기본주당이익(손실)
9755,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,      공정가치측정금융자산평가(기타포괄)
10050,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기총 포괄손익의 귀속
10098,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로재분류되는항목
10102,ifrs-full_ComprehensiveIncomeAttributableToAbstract,세후 총포괄이익(손실)의 귀속
10269,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 분류되는 항목
10344,ifrs-full_RevenueFromSaleOfGoods,   제품 및 상품
10345,dart_RevenueFromRenderingOfServicesTransportation,   운송 및 배송
10346,ifrs-full_RevenueFromRenderingOfServices,   용역 및 브랜드사용료
10347,ifrs-full_RevenueFromConstructionContracts,   건설형계약수익
10350,dart_CostOfSalesFromSaleOfGoods,   제품 및 상품원가
10351,dart_CostOfSalesFromRenderingOfServicesTransportation,   운송 및 배송원가
10353,dart_CostOfSalesFromConstructionContracts,   건설형계약원가
10473,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄이익의 귀속
10539,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기포괄손익의 귀속
10671,ifrs-full_ProfitLossAttributableToAbstract,XIII. 당기순이익(손실)의 귀속
10674,ifrs-full_ComprehensiveIncomeAttributableToAbstract,XIV. 총 포괄손익의 귀속
10797,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되지 않는항목(세후기타포괄손익)
10799,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 기타포괄손익에 대한 지분변동
10800,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되는 항목:
10835,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기 총 포괄이익(손실)의 귀속
10898,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄이익
10899,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주에 귀속되는 지분
10985,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,   당기손익공정가치금융자산처분손실
11168,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기총포괄이익(손실)의 귀속
11343,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산차이
11455,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기 총 포괄손익의 귀속
11460,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      지배기업소유주의 기본주당순이익
11579,ifrs-full_ProfitLossAttributableToAbstract,연결당기순이익의 귀속
11582,ifrs-full_ComprehensiveIncomeAttributableToAbstract,연결당기총포괄이익의귀속
11717,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의소유주에게귀속되는당기순이익(손실)
11718,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에귀속되는당기순이익(손실)
11720,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,"   총포괄손익,지배기업의소유주에게귀속되는지분"
11721,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,"   총포괄손익,비지배지분"
11926,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      공정가치측정자산평가손익(세후기타포괄손익)
12212,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 순자산변동에 대한 지분
12295,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      해외사업상환산손익
12421,ifrs-full_GainsLossesOnNetMonetaryPosition,기타의수취채권손상(차손)환입
12803,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업분기순이익(손실)
12809,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,      관계기업투자의 기타포괄손익에 대한 지분
12853,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기포괄이익의 귀속
12908,ifrs-full_OtherComprehensiveIncome,분기 기타포괄손익
12958,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업 보통주 기본주당이익
12960,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업 보통주 희석주당이익
12962,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업 보통주 기본주당이익
12964,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업 보통주 희석주당이익
12986,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 순확정급여부채의 재측정요소 중 지분해당액
13039,ifrs-full_DilutedEarningsLossPerShare,   기본및희석주당중단영업이익
13060,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업 기타포괄손익
13079,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업주주지분당기순이익(손실)
13080,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분당기순이익(손실)
13090,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업주주지분총포괄이익(손실)
13091,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분총포괄이익(손실)
13169,ifrs-full_ProfitLossFromContinuingOperations,계속영업연결당기순이익(손실)
13266,ifrs-full_ComprehensiveIncomeAttributableToAbstract,XII. 총 포괄손익의 귀속
13626,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의소유지분
13698,ifrs-full_ComprehensiveIncomeAttributableToAbstract,연결당기총포괄손익의 귀속
14145,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되는 지분법 적용대상 관계기업의 세후기타포괄손익에 대한 지분
14155,ifrs-full_BasicEarningsLossPerShare,   기본주및희석주당순이익
14156,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주및희석주당순이익
14402,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주지분 귀속
14411,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주지분의 귀속
14464,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   분기손익으로 재분류될 수 있는 항목(세후기타포괄손익)
14466,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      관계기업기타포괄손익에 대한 지분
14472,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업소유주의 지분
14539,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄-공정가치 측정 금융자산 평가손익
14613,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용대상 관계기업의 기타포괄손익에 대한 지분(세후기타포괄손익)
14775,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업투자주식평가손익
14828,dart_OtherExpenseOfProvisions,   임대비용
15053,dart_ReversalsOfPropertyPlantAndEquipment,   선박손상차손환입
15056,dart_WritedownsOfPropertyPlantAndEquipment,   선박손상차손
15251,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업 소유주 귀속
15435,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 포괄이익(손실)
15436,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 포괄이익(손실)
15481,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   분기손익으로 재분류될 수 있는 항목
15487,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기 총 포괄손익의 귀속
15568,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배주주지분총포괄순이익
15569,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분총포괄순이익
15630,dart_RevenueFromRenderingOfServicesRental,   창고수익
15631,dart_RevenueFromSaleOfGoodsMerchandise,   상품수익
15635,dart_CostOfSalesFromRenderingOfServicesRental,   창고원가
15636,dart_CostOfSalesFromSaleOfGoodsMerchandises,   상품원가
16044,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배 주주 지분
16142,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치측정금융자산평가손실
16318,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      기타포괄손익-공정가치측정 기분상품
16467,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산차
16471,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배기업
16588,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업주주지분순이익
16589,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배주주지분순손익
17040,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기총괄손익의 귀속
17158,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업 지분법평가
17161,ifrs-full_ComprehensiveIncomeAttributableToAbstract,연결분기총포괄손익의 귀속
17188,ifrs-full_ProfitLossAttributableToAbstract,계속영업이익의 귀속
17299,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-공정가치 지분상품 평가 및 처분손익
17302,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외산업환산손익
17364,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분순손익
17468,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산누계
17471,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업 소유주지분 순이익
17543,ifrs-full_ProfitLossAttributableToAbstract,순이익의 귀속
17757,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산이익(손실)
18070,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 분류될 수 있는 항목
18071,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      외화환산외환차이
18237,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속될 당기순이익
18723,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,      당기손익으로 재분류되는 항목의 법인세
18919,dart_ExpenseOfLegalProceedingsProvision,   법적소송충당부채전입액
19186,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배지분순손실
19187,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분순손실
19191,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업투자자본변동
19196,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배지분포괄손익
19197,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분포괄손익
19240,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순손익
19241,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순손익
19251,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배회사의 소유주 지분
19344,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익- 공정가치 측정 금융자산 평가이익
19476,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 분기순이익(손실)
19478,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 분기총포괄순이익(손실)
19479,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 분기총포괄순이익(손실)
19507,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기순이익으로 재분류될 수 는 항목
19601,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업  소유주지분
19603,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄이익 귀속
19604,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업 소유주지분.
19691,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      토지재평가손익(세후기타포괄손익)
19911,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손익의 변동
19924,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업 기본 및 희석 주당이익(손실)
19925,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업 기본 및 희석 주당이익(손실)
20371,ifrs-full_ProfitLossAttributableToAbstract,연결분기손익의 귀속
20373,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배주주
20587,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업
20588,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업
20637,ifrs-full_ProfitLossFromDiscontinuedOperations,법인세비용차감후중단영업이익(손실)
20647,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업지분포괄손익
20762,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본및희석주당이익(손실)
