,항목코드,항목명
27183,dart_GainsArisingFromDifferenceBetweenPreviousAmortisedCostAndFairValueOfFinancialAssetsReclassifiedOutOfAmortisedCostIntoFairValueThroughProfitOrLossMeasurementCategory,   상각후원가에서 당기손익-공정가치 측정 범주로 재분류된 금융자산의 상각후원가와 공정가치의 차이로 생기는 이익
27190,dart_LossesArisingFromDifferenceBetweenPreviousAmortisedCostAndFairValueOfFinancialAssetsReclassifiedOutOfAmortisedCostIntoFairValueThroughProfitOrLossMeasurementCategory,   상각후원가에서 당기손익-공정가치 측정 범주로 재분류된 금융자산의 상각후원가와 공정가치의 차이로 생기는 손실
27247,ifrs-full_FinanceIncome,금융 손익
27250,dart_OtherGains,기타 손익
27316,ifrs-full_BasicEarningsLossPerShare,   기본주당순손실
27317,ifrs-full_DilutedEarningsLossPerShare,   희석주당순손실
27331,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,      지분법이익잉여금의 변동
27332,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax,   당기손익으로 재분류 되는 항목
27453,dart_GainsOnValuationOfHeldForTradingFinancialAssets,   단기매매금융자산평가이익
27454,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,   단기매매금융자산처분이익
27457,dart_ReversalOfImpairmentLossesOnIntangibleAssets,   무형자산손상차손환입
27466,dart_LossesOnValuationOfHeldForTradingFinancialAssets,   단기매매금융자산평가손실
27553,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      파생상품자산ㆍ부채평가손익
27566,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,   기타비용
27649,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업 등의 기타포괄손익에 대한 지분
27756,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본및희석주당이익(손실)
27856,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되는  포괄손익
27882,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업투자주식처분이익
27946,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      매도가능금융자산평가손익(기타포괄손익-공정가치측정지분상품)
27949,ifrs-full_BasicEarningsLossPerShare,   지배기업 소유주의 기본주당이익(손실)
27950,ifrs-full_DilutedEarningsLossPerShare,   지배기업 소유주의 희석주당이익(손실)
27955,dart_OperatingIncomeLoss,IV. 영업이익
27960,ifrs-full_ProfitLossBeforeTax,V. 법인세비용차감전순이익
27961,ifrs-full_IncomeTaxExpenseContinuingOperations,VI. 법인세비용
27962,ifrs-full_ProfitLoss,VII. 당기순이익
27963,ifrs-full_OtherComprehensiveIncome,VIII. 기타포괄손익
27964,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   1. 후속적으로 당기손익으로 재분류될 수 있는 항목
27969,ifrs-full_EarningsPerShareAbstract,X. 주당이익
28113,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      지분법자동변동
28476,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업 및 관계기업투자 관련 손익
28525,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류될 수 없는 항목
28527,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      토지의 재평가이익
28584,ifrs-full_BasicEarningsLossPerShare,   지배기업 소유주에 대한 기본주당손익
28585,ifrs-full_DilutedEarningsLossPerShare,   지배기업 소유주에 대한 희석주당손익
28728,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속및관계기업관련수익(비용)
28795,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정자산 평가손익
28958,dart_GainsOnReimbursementOrCompensation,   보상 및 배상금수익
29109,ifrs-full_BasicEarningsLossPerShare,   계속영업주당손익
29169,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄-공정가치측정금융자산평가이익(손실)
29327,ifrs-full_BasicEarningsLossPerShare,   기본및희석주당계속영업이익(손실)
29347,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되지 않는 세후 기타포괄손익
29377,dart_OtherGains,기타영업외수입
29468,dart_InterestIncomeFinanceIncome,   금융이익 - 유효이자율법에 따른 이자수익
29469,dart_OtherFinancialIncome,   금융이익 - 기타
29471,dart_OtherFinancialExpenses,   금융비용 - 기타
29505,dart_DepreciationExpense,   감가상각비와 상각비
29511,dart_MiscellaneousIncome,   기타이익
29515,dart_MiscellaneousLosses,   기타손실
29534,dart_OperatingIncomeLoss,IV. 영업이익(손실)
29540,ifrs-full_ProfitLossBeforeTax,V. 법인세비용차감전순이익(손실)
29541,ifrs-full_ProfitLoss,VI. 당기순이익(손실)
29542,ifrs-full_OtherComprehensiveIncome,VII. 기타포괄손익
29545,ifrs-full_ComprehensiveIncome,VIII. 총포괄손익
29546,ifrs-full_EarningsPerShareAbstract,IX. 주당손익
29680,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,"      법인세비용차감후기타포괄손익, 확정급여제도의 재측정손익"
29728,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익 - 공정가치 측정 금융상품 평가손익
29735,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되는 기타포괄손익
29818,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않은 항목 :
29944,ifrs-full_OtherComprehensiveIncome,순확정급여부채의 재측정
29963,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄-공정가치 금융자산 평가손익
30013,ifrs-full_CostOfSales,영업원가
30014,ifrs-full_GrossProfit,영업총이익
30027,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여부채의 재측정요소 등
30134,ifrs-full_IncomeTaxExpenseContinuingOperations,계속영업 법인세비용
30148,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당손익(손실)
30150,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,      계속영업희석주당손익(손실)
30349,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치지분상품 평가손익
30455,ifrs-full_ComprehensiveIncome,총 포괄손익
30469,dart_CostOfSalesFromRenderingOfServicesProcession,      임가공매출원가
30567,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계회사손익지분
30678,ifrs-full_GrossProfit,Ⅲ. 매출총이익(손실)
30680,dart_OperatingIncomeLoss,Ⅳ. 영업이익(손실)
30686,ifrs-full_ProfitLossBeforeTax,Ⅴ. 법인세비용차감전순이익(손실)
30687,ifrs-full_IncomeTaxExpenseContinuingOperations,Ⅵ. 법인세비용(수익)
30689,ifrs-full_OtherComprehensiveIncome,Ⅷ. 세후기타포괄손익
30692,ifrs-full_ComprehensiveIncome,Ⅸ. 총포괄손익
30693,ifrs-full_EarningsPerShareAbstract,Ⅹ. 지배기업지분에 대한 주당순이익
30718,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      공정가치측정금융자산 평가손익
30936,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업 및 공동기업 관련 손익
30943,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피로 인한 손익
30944,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업투자평가손익
30961,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   매도가능증권평가손익
30962,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   해외사업장환산차익
31073,ifrs-full_RevenueFromRenderingOfServices,   용역제공수익
31075,ifrs-full_RevenueFromRoyalties,   기술료수익
31078,dart_CostOfSalesFromSaleOfGoods,   재화판매수익 매출원가
31081,dart_CostOfSalesFromRenderingOfServices,   용역제공수익 매출원가
31126,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익 비분류
31157,dart_LeaseExpenses,   사용권자산상각비
31183,dart_GainsOnValuationOfFairValueFinancialAsset,   전환사채평가이익
31190,dart_WritedownsOfInventories,   재고자산폐기손실
31191,dart_LossesOnValuationOfFairValueFinancialAsset,   전환사채평가손실
31192,dart_OtherExpenseOfProvisions,   지급보증부채의 전입액
31390,ifrs-full_FinanceIncome,금융수익 - 유효이자율법에 따른 이자수익
31426,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실) (단위 : 원)
31427,ifrs-full_DilutedEarningsLossPerShare,   희석주당이익(손실) (단위 : 원)
31435,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업 지분법손익
31442,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 순확정급여부채의 재측정요소
31449,ifrs-full_DilutedEarningsLossPerShare,   기본/희석주당순손익
31462,ifrs-full_OtherComprehensiveIncome,분기 세후 기타포괄손익
31463,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   분기손익으로 재분류되지 않는항목
31506,dart_RevenueFromRenderingOfServicesTransportation,   1. 운임수입금
31508,dart_RevenueFromRenderingOfServicesRental,   3. 임대수익
31511,dart_CostOfSalesFromRenderingOfServicesTransportation,   1. 운송원가
31514,dart_OperatingIncomeLoss,Ⅴ. 영업이익(손실)
31515,dart_OtherGains,Ⅵ. 기타수익
31516,dart_OtherLosses,Ⅶ. 기타비용
31520,ifrs-full_ProfitLossBeforeTax,Ⅸ. 법인세비용차감전순이익(손실)
31521,ifrs-full_IncomeTaxExpenseContinuingOperations,Ⅹ. 법인세비용(수익)
31523,ifrs-full_OtherComprehensiveIncome,ⅩⅡ. 법인세비용차감후 기타포괄손익
31525,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      1.기타포괄손익-공정가치금융자산평가손익
31526,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      2.순확정급여부채의 재측정요소
31528,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      1. 매도가능금융자산평가손익
31529,ifrs-full_ComprehensiveIncome,ⅩIII. 총포괄손익
31535,dart_DepreciationExpense,   감가상각 및 무형자산상각
31561,dart_RevenueFromRenderingOfServicesTransportation,      운송매출
31696,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      자산재평가잉여금
31713,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업및관계기업투자 손상차손
31781,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      이자율스왑평가손익
31826,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업및관계기업투자주식관련손익
31833,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는 세후기타포괄손익
31834,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치측정금융자산의 공정가치변동
31856,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄-공정가치금융자산평가손익(세후기타포괄손익)
31907,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업등에 대한 지분법손실
32050,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-공정가치측정 금융자산평가손익(세후기타포괄손익)
32070,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류 되지 않는 기타포괄손익
32071,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      장기투자자산평가손익
32351,dart_MiscellaneousExpenses,   대손상각비 외 판매비와관리비
32458,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법이익잉여금 변동
32469,dart_MembershipExpenses,   수취채권 손상차손
32517,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 측정 금융상품의 평가손익
32519,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      위험회피파생상품의 평가
32520,ifrs-full_ReclassificationAdjustmentsOnCashFlowHedgesNetOfTax,      위험회피파생상품의 기타포괄손익 중 당기손익에 포함된 재분류 조정
32620,dart_OtherGains,기타수익 및 기타비용
32623,ifrs-full_FinanceIncome,순금융손익
32661,dart_OperatingExpenses,판매비와 일반관리비
32691,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      매도가능 증권의 포괄손익
32722,ifrs-full_FinanceIncome,순금융수익(비용)
32766,ifrs-full_EarningsPerShareAbstract,기본주당순손익
32767,ifrs-full_BasicEarningsLossPerShare,   계속영업기본주당이익
32789,dart_TotalSellingGeneralAdministrativeExpenses,판매원가
32818,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      보험수리적손익-확정급여제도의 재측정손익(세후기타포괄손익)
32850,ifrs-full_BasicEarningsLossPerShare,   기본주당계속영업손익
32852,ifrs-full_DilutedEarningsLossPerShare,   희석주당계속영업손익
32876,ifrs-full_Revenue,I. 매출
32877,dart_RevenueFromSaleOfGoodsProduct,   1. 제품매출액
32878,dart_RevenueFromSaleOfGoodsMerchandise,   2. 상품매출액
32880,dart_CostOfSalesFromSaleOfGoodsProduct,   1. 제품매출원가
32881,dart_CostOfSalesFromSaleOfGoodsMerchandises,   2. 상품매출원가
32885,ifrs-full_FinanceIncome,1. 금융수익
32886,ifrs-full_FinanceCosts,2. 금융비용
32887,dart_OtherGains,3. 기타영업외수익
32888,dart_OtherLosses,4. 기타영업외비용
32889,ifrs-full_ProfitLossBeforeTax,Ⅵ. 법인세비용차감전순이익(손실)
32891,ifrs-full_ProfitLossFromContinuingOperations,VIII. 계속영업이익(손실)
32892,ifrs-full_ProfitLoss,IX. 당기순이익(손실)
32893,ifrs-full_OtherComprehensiveIncome,X. 기타포괄손익
32895,dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      1. 확정급여제도의 재측정요소
32896,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,      2. 기타포괄손익 법인세효과
32898,ifrs-full_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsBeforeTax,      1. 매도가능금융자산-재분류조정
32899,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,      3. 기타포괄손익 법인세효과
32900,ifrs-full_ComprehensiveIncome,XI. 총포괄손익
32901,ifrs-full_EarningsPerShareAbstract,XII. 주당이익
32902,ifrs-full_BasicEarningsLossPerShare,   1. 기본주당이익(손실)
32903,ifrs-full_DilutedEarningsLossPerShare,   2. 희석주당이익(손실)
32997,dart_CostOfSalesFromRenderingOfServicesTransportation,      운송매출원가
33108,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치평가손익
33233,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      위험회피파생상품평가손익
33400,ifrs-full_OtherComprehensiveIncome,기타포괄손실
33454,ifrs-full_CostOfSales,비용(매출원가)
33613,ifrs-full_ComprehensiveIncome,당기총포괄손익(손실)
33713,ifrs-full_OtherComprehensiveIncome,기타포괄손익등
33714,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   보험수리적손익
33715,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   매도가능금융자산평가손익
33726,dart_OtherGains,기타 영업외수익
33727,dart_OtherLosses,기타 영업외비용
34100,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)
34127,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정금융자산(지분증권) 평가
34137,ifrs-full_FinanceIncome,금융수익-유효이자율법으로 측정한 금융수익
34148,ifrs-full_DilutedEarningsLossPerShare,   우선주 기본주당이익
34156,ifrs-full_FinanceIncome,금융수익-기타금융수익
34167,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   보통주 계속영업주당이익(손실)
34168,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   우선주 계속영업주당이익(손실)
34259,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,   통화선도거래이익(금융수익)
34266,dart_LossesOnTransactionOfForeignExchangeForwardFinancialExpense,   통화선도거래손실(금융원가)
34316,dart_InvestmentPropertyDepreciationExpense,   투자부동산상각비
34322,dart_PublicRelationExpense,   홍보비
34350,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,   당기손익공정가치측정금융자산평가이익
34351,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,   당기손익공정가치측정금융자산처분이익
34357,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,   당기손익공정가치측정금융자산처분손실
34497,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 기타포괄손익 지분
34540,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      투자금융자산평가손익
34577,ifrs-full_BasicEarningsLossPerShare,   주당이익
34620,dart_RevenueFromSaleOfGoodsRawMaterial,      원재료매출액
34649,dart_WorkersAccidentCompensationInsuranceExpenses,   산재보험료
34655,dart_ByproductsProceeds,   부산물수입
34669,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,   매도가능금융자산손상차손
34693,ifrs-full_GainsLossesOnChangeInValueOfForeignCurrencyBasisSpreadsNetOfTax,      외화환산적립금
34743,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익 공정가치 측정 금융자산평가손익(세후기타포괄손익)
34806,dart_OperatingIncomeLoss,Ⅴ.영업이익(손실)
34817,ifrs-full_OtherComprehensiveIncome,XII.기타포괄손익
34821,ifrs-full_ComprehensiveIncome,XIII.총포괄손익
34822,ifrs-full_EarningsPerShareAbstract,XIV.주당이익
34838,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 금융자산의 공정가치 변동
34946,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업과관계기업및공동기업투자이익
35069,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되는 기타포괄손익 :
35071,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는 기타포괄손익 :
35116,dart_ReversalsOfProvisionsForConstructionLosses,   공사손실충당부채환입
35207,dart_RevenueFromConstruction,   건설계약매출
35211,dart_CostOfSalesFromConstructionContracts,   건설계약매출원가
35246,dart_GainsOnSaleOfInvestmentsInSubsidiaries,   종속기업투자이익
35258,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순손익(손실)
35263,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업외환손익
35321,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-공정가치측정금융자산의평가손익
35386,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손실
35389,ifrs-full_ComprehensiveIncome,세후 총포괄손익
35452,ifrs-full_OtherRevenue,   기타수입
35456,dart_OtherCostOfSales,   기타수입원가
35494,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax,   후속적으로 당기손익으로 재분류 될수있는 항목
35587,dart_RevenueFromRenderingOfServicesGame,   사교장수입
35590,dart_CostOfSalesFromRenderingOfServicesGames,   사교장원가
35629,ifrs-full_ComprehensiveIncome,VIII. 총포괄이익
35671,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      금융자산평가손익
35760,dart_GainsOnValuationOfLongTermFinancialInstruments,   영업외수익
35761,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,   영업외비용
35878,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄-공정가치금융자산평가손익
36029,ifrs-full_OtherComprehensiveIncome,연결기타포괄이익
36033,ifrs-full_ComprehensiveIncome,연결총포괄이익
36043,dart_RevenueFromRenderingOfServicesProcession,      임가공/기타매출
36109,ifrs-full_OtherReversalsOfProvisions,   기타충당부채의 환입
36116,dart_OtherExpenseOfProvisions,   보증채무손실
36159,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"종속기업, 관계기업 투자지분 관련손익"
36172,dart_RevenueFromSaleOfGoodsRawMaterial,      A/S매출액
36173,dart_RevenueFromSaleOfGoodsTire,      기타매출
36175,dart_RevenueFromServices,      관광수입
36178,dart_RevenueFromRenderingOfServicesRental,      선박용선
36179,dart_RevenueFromRenderingOfServicesTransportation,      해상운송매출
36180,dart_RevenueFromRenderingOfServicesDistribution,      크루즈여객운송
36181,dart_RevenueFromSaleOfGoodsFood,      선용품판매
36184,dart_RevenueFromRenderingOfServicesCommission,      일반매출
36190,dart_CostOfSalesFromServices,      관광수입매출원가
36193,dart_CostOfSalesFromRenderingOfServicesRental,      선박용선매출원가
36194,dart_CostOfSalesFromRenderingOfServicesDistribution,      여객운송매출원
36195,dart_CostOfSalesFromRenderingOfServicesTransportation,      해상운송매출원가
36196,dart_CostOfSalesFromRenderingOfServicesCommission,      일반매출원가
36202,dart_SalariesWages,   직원급여
36235,dart_GainsFromRedemptionOfBonds,   사채상환및전환이익
36241,dart_ImpairmentLossesOnAvailableForSaleFinancialAssets,   만기보유증권손상차손
36242,dart_LossesOnDisposalOfAvailableForSaleFinancialAssets,   매각예정자산손상차손
36245,dart_LossesOnSaleOfInvestmentAccountedForUsingEquityMethod,   지분법투자주식감액손실
36304,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      공정가치 평가손익: 파생금융자산/부채
36309,ifrs-full_EarningsPerShareAbstract,주당순이익(손실) (단위: 원)
36310,ifrs-full_BasicEarningsLossPerShare,   기본 주당순이익(손실)
36311,ifrs-full_DilutedEarningsLossPerShare,   희석 주당순이익(손실)
36350,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 기타포괄손익-공정가치 금융자산의 평가손익
36411,dart_MiscellaneousExpenses,   기타의 판매비와관리비
36415,dart_AllowanceForOtherDoubtfulAccounts,   기타의 대손상각비(환입)
36423,ifrs-full_ComprehensiveIncome,III. 당기총포괄손익
36424,ifrs-full_EarningsPerShareAbstract,Ⅵ. 주당이익(손실)
36457,ifrs-full_BasicEarningsLossPerShare,   기본주당반기순이익(손실)
36480,ifrs-full_OtherComprehensiveIncome,법인세비용 차감후 기타포괄손실
36547,dart_MiscellaneousExpenses,   판매비및물류비
36553,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업 및 관계기업투자손익
36587,dart_TotalSellingGeneralAdministrativeExpenses,관리비및판매비
36615,dart_TotalSellingGeneralAdministrativeExpenses,판매및물류비
36630,ifrs-full_EarningsPerShareAbstract,분기주당손익
36638,dart_MiscellaneousExpenses,   기타일반관리비
36717,ifrs-full_EarningsPerShareAbstract,기본 및 희석주당이익
36910,dart_FinancialGuaranteeFinancialExpense,   보증료(금융원가)
36929,dart_DividendIncomeNonOperating,   수입배당금
36977,ifrs-full_RevenueFromRoyalties,   상표권수익
37028,ifrs-full_EarningsPerShareAbstract,계속영업 주당이익
37335,ifrs-full_BasicEarningsLossPerShare,   기본 및 희석주당순손익
37514,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 측정 금융상품 평가손익
37654,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업 기본주당순이익
37655,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업 기본주당순이익(손실)
37657,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,      계속영업 희석주당순이익
37658,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,      중단영업 희석주당순이익(손실)
37689,ifrs-full_OtherComprehensiveIncome,법인세차감 후 기타포괄이익
37733,dart_CostOfSalesFromServices,   위탁운용수수료
37745,dart_AmortisationExpense,   대여금대손상각비
37862,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업의 손익에 대한 지분
37872,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 기타포괄손익
37995,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익_공정가치측정금융자산평가손익
38033,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익 공정가치측정 금융자산평가손익
38034,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여채무의 재측정손익
38037,ifrs-full_RevenueFromSaleOfGoods,   재화의 판매로 인한 수익
38038,dart_RevenueGovernmentGrant,   정부보조금수익(매출액)
38041,dart_CostOfSalesFromSaleOfGoods,   재화의 판매로 인한 수익에 대한 매출원가
38042,dart_OtherCostOfSales,   기타수익에 대한 매출원가
38066,dart_ClothingExpenses,   피복비
38072,dart_RevenueContributionToConstructionNonOperating,   공사부담금수익(영업외)
38073,dart_GainsOnReimbursementOrCompensation,   보상및배상금수익
38078,dart_CompensationForDamage,   보상및배상금비용
